source_series,source_lens_dir,focal_mm,open,down,unclassified,csv,status,lensscope_maker,lensscope_name,note,legacy_typo_suspected
ZEISS CZ.2,28-80mm_T2.9_70mm,70.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 28-80 T2.9,range exact,False
ZEISS CZ.2,28-80mm_T2.9_75mm,75.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 28-80 T2.9,range exact,False
ZEISS CZ.2,28-80mm_T2.9_80mm,80.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 28-80 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 100mm,100.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 110mm,110.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 120mm,120.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 130mm,130.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 140mm,140.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 150mm,150.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 160mm,160.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 170mm,170.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 180mm,180.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 190mm,190.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9 200mm,200.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9_70mm,70.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9_80mm,80.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS CZ.2,70-200mm_T2.9_90mm,90.0,True,True,False,True,AUTO,ZEISS,Cinema Zoom CZ.2 70-200 T2.9,range exact,False
ZEISS Compact Prime CP.2, 100mm T2.1,100.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS Compact Prime CP.2, 135mm T2.1,135.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS Compact Prime CP.2,15mm_T2.9,15.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS Compact Prime CP.2,18mm_T3.6,18.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS Compact Prime CP.2,21mm_T2.9,21.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS Compact Prime CP.2,25mm_T2.1,25.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS Compact Prime CP.2,28mm T2.1,28.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS Compact Prime CP.2,35mm T1.5,35.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS Compact Prime CP.2,50mm T1.5,50.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS Compact Prime CP.2,85mm T1.5,85.0,True,True,False,True,AUTO,ZEISS,Compact Prime CP.2,series exact,False
ZEISS SUPER SPEED(ファースト),18mm_T1.3,18.0,True,True,False,True,GENERATION_CONFLICT,,,source explicitly says ファースト (first); V110 has Super Speed MKII only. Do not auto-link generations.,False
ZEISS SUPER SPEED(ファースト),25mm_T1.3,25.0,True,True,False,True,GENERATION_CONFLICT,,,source explicitly says ファースト (first); V110 has Super Speed MKII only. Do not auto-link generations.,False
ZEISS SUPER SPEED(ファースト),35mm_T1.3,35.0,True,True,False,True,GENERATION_CONFLICT,,,source explicitly says ファースト (first); V110 has Super Speed MKII only. Do not auto-link generations.,False
ZEISS SUPER SPEED(ファースト),50mm_T1.3,50.0,True,True,False,True,GENERATION_CONFLICT,,,source explicitly says ファースト (first); V110 has Super Speed MKII only. Do not auto-link generations.,False
ZEISS SUPER SPEED(ファースト),65mm T1.3,65.0,True,True,False,True,GENERATION_CONFLICT,,,source explicitly says ファースト (first); V110 has Super Speed MKII only. Do not auto-link generations.,False
ZEISS SUPER SPEED(ファースト),85mm_T1.3,85.0,True,True,False,True,GENERATION_CONFLICT,,,source explicitly says ファースト (first); V110 has Super Speed MKII only. Do not auto-link generations.,False
